V1,V2
DB00114,Q9Y285
DB00114,Q9Y646
DB00115,P50579
DB00118,O75311
DB00118,P41250
DB00118,P48167
DB00118,P48637
DB00118,Q14032
DB00118,Q14330
DB00119,O00222
DB00119,O00299
DB00119,O00483
DB00119,O00763
DB00119,O14556
DB00119,O14561
DB00119,O14841
DB00119,O15067
DB00119,O15239
DB00119,O15269
DB00119,O15270
DB00119,O15399
DB00119,O43175
DB00119,O43181
DB00119,O43674
DB00119,O43676
DB00119,O43677
DB00119,O43678
DB00119,O43837
DB00119,O43920
DB00119,O60391
DB00119,O60701
DB00119,O75251
DB00119,O75306
DB00119,O75311
DB00119,O75380
DB00119,O75438
DB00119,O75600
DB00119,O94788
DB00119,O94903
DB00119,O94925
DB00119,O95139
DB00119,O95167
DB00119,O95168
DB00119,O95169
DB00119,O95178
DB00119,O95182
DB00119,O95298
DB00119,O95299
DB00119,O95470
DB00119,O95954
DB00119,P00325
DB00119,P00326
DB00119,P00352
DB00119,P00374
DB00119,P00387
DB00119,P00390
DB00119,P00734
DB00119,P00739
DB00119,P00747
DB00119,P01008
DB00119,P01009
DB00119,P01024
DB00119,P01031
DB00119,P01042
DB00119,P02647
DB00119,P02649
DB00119,P02652
DB00119,P02655
DB00119,P02656
DB00119,P02743
DB00119,P02747
DB00119,P02748
DB00119,P02749
DB00119,P02750
DB00119,P02765
DB00119,P02766
DB00119,P02775
DB00119,P02787
DB00119,P03886
DB00119,P03891
DB00119,P03897
DB00119,P03901
DB00119,P03905
DB00119,P03915
DB00119,P03923
DB00119,P04003
DB00119,P04004
DB00119,P04181
DB00119,P04217
DB00119,P04264
DB00119,P05090
DB00119,P05093
DB00119,P05109
DB00119,P05121
DB00119,P05155
DB00119,P05452
DB00119,P05543
DB00119,P05546
DB00119,P06396
DB00119,P06727
DB00119,P07237
DB00119,P07327
DB00119,P07437
DB00119,P07814
DB00119,P08185
DB00119,P08243
DB00119,P08319
DB00119,P08603
DB00119,P08697
DB00119,P08758
DB00119,P08865
DB00119,P09417
DB00119,P09525
DB00119,P09601
DB00119,P0C0L5
DB00119,P10412
DB00119,P10809
DB00119,P10909
DB00119,P10997
DB00119,P11021
DB00119,P11142
DB00119,P11216
DB00119,P11766
DB00119,P11926
DB00119,P12268
DB00119,P12814
DB00119,P13645
DB00119,P13995
DB00119,P14060
DB00119,P14061
DB00119,P14550
DB00119,P14625
DB00119,P14679
DB00119,P14866
DB00119,P15121
DB00119,P15428
DB00119,P15814
DB00119,P15880
DB00119,P16083
DB00119,P17516
DB00119,P17568
DB00119,P17735
DB00119,P18669
DB00119,P19113
DB00119,P20711
DB00119,P20839
DB00119,P21695
DB00119,P22626
DB00119,P23246
DB00119,P23415
DB00119,P23526
DB00119,P23528
DB00119,P23560
DB00119,P25311
DB00119,P26439
DB00119,P26447
DB00119,P27169
DB00119,P27338
DB00119,P27797
DB00119,P29034
DB00119,P29622
DB00119,P30038
DB00119,P30041
DB00119,P30043
DB00119,P30086
DB00119,P30101
DB00119,P30519
DB00119,P31942
DB00119,P31943
DB00119,P31946
DB00119,P32322
DB00119,P35527
DB00119,P35858
DB00119,P35908
DB00119,P36955
DB00119,P37058
DB00119,P37059
DB00119,P37840
DB00119,P38435
DB00119,P39086
DB00119,P40394
DB00119,P40939
DB00119,P41250
DB00119,P42261
DB00119,P42262
DB00119,P42263
DB00119,P42330
DB00119,P42858
DB00119,P43003
DB00119,P43004
DB00119,P43005
DB00119,P43487
DB00119,P43652
DB00119,P45973
DB00119,P47895
DB00119,P48058
DB00119,P48167
DB00119,P48637
DB00119,P48664
DB00119,P48723
DB00119,P48728
DB00119,P49821
DB00119,P49915
DB00119,P50213
DB00119,P51553
DB00119,P51659
DB00119,P51693
DB00119,P51858
DB00119,P51884
DB00119,P52895
DB00119,P53004
DB00119,P54886
DB00119,P56181
DB00119,P56537
DB00119,P56556
DB00119,P56937
DB00119,P60842
DB00119,P61769
DB00119,P62807
DB00119,P62937
DB00119,P63244
DB00119,P63261
DB00119,P68104
DB00119,P68871
DB00119,P69905
DB00119,P80365
DB00119,Q02928
DB00119,Q04609
DB00119,Q04828
DB00119,Q05586
DB00119,Q05932
DB00119,Q06323
DB00119,Q06830
DB00119,Q07021
DB00119,Q07075
DB00119,Q07955
DB00119,Q0VD83
DB00119,Q12879
DB00119,Q13002
DB00119,Q13003
DB00119,Q13085
DB00119,Q13224
DB00119,Q13255
DB00119,Q13423
DB00119,Q13630
DB00119,Q14032
DB00119,Q14330
DB00119,Q14831
DB00119,Q14833
DB00119,Q14957
DB00119,Q15185
DB00119,Q15428
DB00119,Q15738
DB00119,Q15800
DB00119,Q16099
DB00119,Q16478
DB00119,Q16718
DB00119,Q16719
DB00119,Q16773
DB00119,Q16795
DB00119,Q16836
DB00119,Q16853
DB00119,Q16878
DB00119,Q5JPH6
DB00119,Q6IA69
DB00119,Q6YP21
DB00119,Q86Y39
DB00119,Q8N159
DB00119,Q8N5Z0
DB00119,Q8TCU5
DB00119,Q92506
DB00119,Q92781
DB00119,Q969S2
DB00119,Q96A70
DB00119,Q96C36
DB00119,Q96EN8
DB00119,Q96FI4
DB00119,Q96GD0
DB00119,Q96I15
DB00119,Q96RQ3
DB00119,Q99497
DB00119,Q99714
DB00119,Q9GZT4
DB00119,Q9HD40
DB00119,Q9NUV7
DB00119,Q9NVS9
DB00119,Q9P0J0
DB00119,Q9UBM7
DB00119,Q9UDR5
DB00119,Q9UHF0
DB00119,Q9UI09
DB00119,Q9UI32
DB00119,Q9UPY5
DB00119,Q9Y600
DB00119,Q9Y617
DB00119,Q9Y646
DB00119,Q9Y697
DB00119,Q9Y6M9
DB00120,O00222
DB00120,O14841
DB00120,O15067
DB00120,O15269
DB00120,O15270
DB00120,O15382
DB00120,O15399
DB00120,O75600
DB00120,O94903
DB00120,O94925
DB00120,O95470
DB00120,O95954
DB00120,P00367
DB00120,P04181
DB00120,P07814
DB00120,P08243
DB00120,P08588
DB00120,P11216
DB00120,P11217
DB00120,P11926
DB00120,P13196
DB00120,P13945
DB00120,P15104
DB00120,P17752
DB00120,P19113
DB00120,P20132
DB00120,P21549
DB00120,P22557
DB00120,P23378
DB00120,P25100
DB00120,P29474
DB00120,P32929
DB00120,P34896
DB00120,P34897
DB00120,P38435
DB00120,P39086
DB00120,P42262
DB00120,P42263
DB00120,P43003
DB00120,P43004
DB00120,P43005
DB00120,P48058
DB00120,P48506
DB00120,P48507
DB00120,P48664
DB00120,P49448
DB00120,P49915
DB00120,P54219
DB00120,P54687
DB00120,P54886
DB00120,P80404
DB00120,Q04609
DB00120,Q05329
DB00120,Q05586
DB00120,Q05940
DB00120,Q07075
DB00120,Q12879
DB00120,Q13002
DB00120,Q13003
DB00120,Q13224
DB00120,Q13255
DB00120,Q14831
DB00120,Q14833
DB00120,Q14957
DB00120,Q16099
DB00120,Q16478
DB00120,Q16719
DB00120,Q16773
DB00120,Q5JPH6
DB00120,Q6IA69
DB00120,Q6YP21
DB00120,Q8N159
DB00120,Q8N5Z0
DB00120,Q8TCU5
DB00120,Q8TD30
DB00120,Q96A70
DB00120,Q96EN8
DB00120,Q96GA7
DB00120,Q96GD0
DB00120,Q96I15
DB00120,Q99259
DB00120,Q9BYV1
DB00120,Q9GZT4
DB00120,Q9HD40
DB00120,Q9NUV7
DB00120,Q9NVS9
DB00120,Q9UDR5
DB00120,Q9UI32
DB00120,Q9Y600
DB00120,Q9Y617
DB00120,Q9Y646
DB00120,Q9Y697
DB00121,O15374
DB00121,O15403
DB00121,O15427
DB00121,O60669
DB00121,O95907
DB00121,P07741
DB00121,P36021
DB00121,P53985
DB00121,P78362
DB00121,Q13126
DB00121,Q9BY49
DB00122,O00264
DB00122,O00519
DB00122,P14598
DB00122,P19838
DB00122,P19878
DB00122,P20815
DB00122,P21796
DB00122,P23141
DB00122,P24462
DB00122,P25103
DB00122,P32004
DB00122,P39086
DB00122,P42263
DB00122,P48058
DB00122,P48544
DB00122,P98066
DB00122,Q00653
DB00122,Q02083
DB00122,Q06432
DB00122,Q13003
DB00122,Q14330
DB00122,Q14542
DB00122,Q15080
DB00122,Q16099
DB00122,Q16478
DB00122,Q7Z2W7
DB00122,Q8NET8
DB00122,Q9HBA0
DB00122,Q9Y5S1
DB00122,Q9Y698
DB00126,P21917
DB00126,P46098
DB00126,Q16595
DB00126,Q969S2
DB00126,Q9BY41
DB00126,Q9NZD4
DB00130,O00222
DB00130,O15382
DB00130,O15399
DB00130,P00505
DB00130,P00519
DB00130,P06239
DB00130,P06241
DB00130,P07947
DB00130,P07948
DB00130,P08243
DB00130,P09619
DB00130,P09769
DB00130,P10721
DB00130,P11142
DB00130,P11274
DB00130,P12931
DB00130,P17174
DB00130,P17735
DB00130,P29317
DB00130,P38435
DB00130,P39086
DB00130,P41240
DB00130,P42261
DB00130,P42262
DB00130,P42263
DB00130,P42684
DB00130,P42685
DB00130,P43003
DB00130,P43004
DB00130,P43005
DB00130,P48058
DB00130,P48664
DB00130,P51692
DB00130,P54756
DB00130,P54760
DB00130,Q04609
DB00130,Q05586
DB00130,Q05932
DB00130,Q06187
DB00130,Q07075
DB00130,Q12879
DB00130,Q13002
DB00130,Q13003
DB00130,Q13224
DB00130,Q13255
DB00130,Q14831
DB00130,Q14833
DB00130,Q14957
DB00130,Q16099
DB00130,Q16478
DB00130,Q16539
DB00130,Q6IA69
DB00130,Q8N159
DB00130,Q8N5Z0
DB00130,Q8TCU5
DB00130,Q8TD30
DB00130,Q9NYL2
DB00130,Q9UDR5
DB00130,Q9UPY5
DB00130,Q9Y617
DB00130,Q9Y646
DB00132,O00305
DB00132,O14764
DB00132,O14842
DB00132,O15111
DB00132,O15399
DB00132,O15440
DB00132,O15528
DB00132,O43174
DB00132,O43252
DB00132,O43497
DB00132,O43617
DB00132,O43708
DB00132,O60218
DB00132,O60391
DB00132,O60760
DB00132,O60840
DB00132,O60939
DB00132,O75311
DB00132,O94788
DB00132,P00325
DB00132,P00326
DB00132,P00352
DB00132,P00395
DB00132,P00414
DB00132,P02753
DB00132,P05093
DB00132,P07202
DB00132,P07203
DB00132,P07359
DB00132,P08100
DB00132,P08588
DB00132,P08913
DB00132,P09466
DB00132,P09669
DB00132,P09917
DB00132,P10176
DB00132,P10275
DB00132,P10606
DB00132,P12104
DB00132,P13073
DB00132,P13569
DB00132,P13945
DB00132,P14555
DB00132,P14854
DB00132,P14867
DB00132,P15121
DB00132,P15559
DB00132,P15954
DB00132,P16152
DB00132,P17050
DB00132,P18089
DB00132,P18505
DB00132,P18507
DB00132,P18825
DB00132,P19835
DB00132,P20674
DB00132,P20815
DB00132,P21796
DB00132,P22001
DB00132,P22830
DB00132,P23219
DB00132,P23415
DB00132,P23975
DB00132,P24310
DB00132,P24311
DB00132,P24462
DB00132,P24557
DB00132,P24752
DB00132,P25100
DB00132,P25103
DB00132,P27338
DB00132,P28223
DB00132,P28335
DB00132,P30556
DB00132,P31025
DB00132,P31151
DB00132,P34903
DB00132,P35348
DB00132,P35368
DB00132,P35499
DB00132,P41143
DB00132,P41145
DB00132,P42330
DB00132,P43119
DB00132,P45954
DB00132,P46098
DB00132,P47869
DB00132,P47870
DB00132,P48050
DB00132,P48167
DB00132,P48169
DB00132,P48549
DB00132,P49788
DB00132,P50897
DB00132,P51787
DB00132,P52895
DB00132,P54284
DB00132,P62508
DB00132,P63252
DB00132,P78334
DB00132,P84077
DB00132,Q01118
DB00132,Q02083
DB00132,Q02221
DB00132,Q02641
DB00132,Q07699
DB00132,Q08289
DB00132,Q09428
DB00132,Q12809
DB00132,Q12879
DB00132,Q13224
DB00132,Q13698
DB00132,Q13936
DB00132,Q14330
DB00132,Q14500
DB00132,Q14524
DB00132,Q14541
DB00132,Q14957
DB00132,Q15185
DB00132,Q15858
DB00132,Q16445
DB00132,Q16678
DB00132,Q6V0L0
DB00132,Q7Z2W7
DB00132,Q7Z2Z2
DB00132,Q8IWT1
DB00132,Q8N1C3
DB00132,Q8NET8
DB00132,Q8NFJ5
DB00132,Q8TCU5
DB00132,Q8TDU6
DB00132,Q92731
DB00132,Q99250
DB00132,Q99623
DB00132,Q9H244
DB00132,Q9H252
DB00132,Q9HBA0
DB00132,Q9NPA2
DB00132,Q9NPD5
DB00132,Q9NPH2
DB00132,Q9NR63
DB00132,Q9NS40
DB00132,Q9NY46
DB00132,Q9NY72
DB00132,Q9NZK7
DB00132,Q9P0X4
DB00132,Q9UI33
DB00132,Q9UK17
DB00132,Q9UKV0
DB00132,Q9UN88
DB00132,Q9UNK4
DB00132,Q9UNX9
DB00132,Q9UPY5
DB00132,Q9Y2T6
DB00132,Q9Y5S1
DB00132,Q9Y5Y4
DB00132,Q9Y5Y9
DB00134,O60494
DB00134,P20061
DB00134,Q8IVH4
DB00134,Q9UPY5
DB00136,P35398
DB00136,Q14994
DB00136,Q9ULY5
DB00138,O00222
DB00138,O14841
DB00138,O14920
DB00138,O15067
DB00138,O15111
DB00138,O15382
DB00138,O15399
DB00138,O94925
DB00138,O95954
DB00138,P00505
DB00138,P04054
DB00138,P07814
DB00138,P08243
DB00138,P09917
DB00138,P15104
DB00138,P17735
DB00138,P23219
DB00138,P24557
DB00138,P24752
DB00138,P37231
DB00138,P38435
DB00138,P39086
DB00138,P42261
DB00138,P42262
DB00138,P42263
DB00138,P43003
DB00138,P43004
DB00138,P43005
DB00138,P48058
DB00138,P48637
DB00138,P48664
DB00138,P49448
DB00138,P49915
DB00138,P54687
DB00138,P54710
DB00138,P54886
DB00138,P80404
DB00138,Q04609
DB00138,Q05329
DB00138,Q05586
DB00138,Q05932
DB00138,Q07075
DB00138,Q12879
DB00138,Q13002
DB00138,Q13003
DB00138,Q13224
DB00138,Q13255
DB00138,Q14524
DB00138,Q14831
DB00138,Q14833
DB00138,Q14957
DB00138,Q16099
DB00138,Q16478
DB00138,Q5JPH6
DB00138,Q6IA69
DB00138,Q8N159
DB00138,Q8N5Z0
DB00138,Q8TCU5
DB00138,Q8TD30
DB00138,Q99259
DB00138,Q99707
DB00138,Q9UI32
DB00138,Q9Y617
DB00138,Q9Y646
DB00139,O00217
DB00139,O00483
DB00139,O14556
DB00139,O14561
DB00139,O15239
DB00139,O43175
DB00139,O43181
DB00139,O43674
DB00139,O43676
DB00139,O43677
DB00139,O43678
DB00139,O43920
DB00139,O60701
DB00139,O75251
DB00139,O75306
DB00139,O75380
DB00139,O75438
DB00139,O75489
DB00139,O94788
DB00139,O95139
DB00139,O95167
DB00139,O95168
DB00139,O95169
DB00139,O95178
DB00139,O95182
DB00139,O95298
DB00139,O95299
DB00139,O95479
DB00139,O96000
DB00139,P00325
DB00139,P00338
DB00139,P00352
DB00139,P00367
DB00139,P00387
DB00139,P00390
DB00139,P03886
DB00139,P03891
DB00139,P03897
DB00139,P03901
DB00139,P03905
DB00139,P03915
DB00139,P03923
DB00139,P04406
DB00139,P05093
DB00139,P07195
DB00139,P07327
DB00139,P07864
DB00139,P08319
DB00139,P08559
DB00139,P09417
DB00139,P09601
DB00139,P09622
DB00139,P10515
DB00139,P11177
DB00139,P11586
DB00139,P11766
DB00139,P13995
DB00139,P14060
DB00139,P14061
DB00139,P14679
DB00139,P15121
DB00139,P15428
DB00139,P16219
DB00139,P17516
DB00139,P17568
DB00139,P19404
DB00139,P21695
DB00139,P23368
DB00139,P26439
DB00139,P28331
DB00139,P28845
DB00139,P29803
DB00139,P30038
DB00139,P30043
DB00139,P30519
DB00139,P30837
DB00139,P30838
DB00139,P31937
DB00139,P32322
DB00139,P37058
DB00139,P37059
DB00139,P40394
DB00139,P40939
DB00139,P43353
DB00139,P47895
DB00139,P48163
DB00139,P48448
DB00139,P48728
DB00139,P49189
DB00139,P49419
DB00139,P49448
DB00139,P49821
DB00139,P51648
DB00139,P51659
DB00139,P51970
DB00139,P52895
DB00139,P53004
DB00139,P56181
DB00139,P56556
DB00139,P56937
DB00139,P80365
DB00139,Q00796
DB00139,Q02252
DB00139,Q02928
DB00139,Q08426
DB00139,Q13423
DB00139,Q13630
DB00139,Q15738
DB00139,Q15800
DB00139,Q16718
DB00139,Q16795
DB00139,Q16798
DB00139,Q16836
DB00139,Q16878
DB00139,Q86Y39
DB00139,Q92506
DB00139,Q92781
DB00139,Q96C36
DB00139,Q99714
DB00139,Q9BYZ2
DB00139,Q9P0J0
DB00139,Q9UBM7
DB00139,Q9UDR5
DB00139,Q9UI09
DB00139,Q9Y6M9
DB00140,O00217
DB00140,O00483
DB00140,O14556
DB00140,O14561
DB00140,O15239
DB00140,O43181
DB00140,O43674
DB00140,O43676
DB00140,O43677
DB00140,O43678
DB00140,O43837
DB00140,O43920
DB00140,O60701
DB00140,O75251
DB00140,O75306
DB00140,O75380
DB00140,O75438
DB00140,O95139
DB00140,O95167
DB00140,O95168
DB00140,O95178
DB00140,O95182
DB00140,O95298
DB00140,O95299
DB00140,O96000
DB00140,P00326
DB00140,P00338
DB00140,P00367
DB00140,P00387
DB00140,P00390
DB00140,P03886
DB00140,P03891
DB00140,P03897
DB00140,P03901
DB00140,P03905
DB00140,P03915
DB00140,P03923
DB00140,P04035
DB00140,P07327
DB00140,P07864
DB00140,P08319
DB00140,P08559
DB00140,P09417
DB00140,P09622
DB00140,P10515
DB00140,P11177
DB00140,P11586
DB00140,P11766
DB00140,P12268
DB00140,P13995
DB00140,P14060
DB00140,P14061
DB00140,P14679
DB00140,P15428
DB00140,P16219
DB00140,P17516
DB00140,P17568
DB00140,P19404
DB00140,P20839
DB00140,P21695
DB00140,P23368
DB00140,P26439
DB00140,P28331
DB00140,P28845
DB00140,P29803
DB00140,P30038
DB00140,P31937
DB00140,P32322
DB00140,P37058
DB00140,P37059
DB00140,P40394
DB00140,P40925
DB00140,P40926
DB00140,P40939
DB00140,P43353
DB00140,P47895
DB00140,P48163
DB00140,P48448
DB00140,P48728
DB00140,P49189
DB00140,P49419
DB00140,P49448
DB00140,P49821
DB00140,P50213
DB00140,P51553
DB00140,P51648
DB00140,P51649
DB00140,P51659
DB00140,P51970
DB00140,P52895
DB00140,P56181
DB00140,P56556
DB00140,P56937
DB00140,P80365
DB00140,Q00796
DB00140,Q02218
DB00140,Q02252
DB00140,Q02928
DB00140,Q04828
DB00140,Q08426
DB00140,Q13423
DB00140,Q13630
DB00140,Q15738
DB00140,Q15800
DB00140,Q16718
DB00140,Q16795
DB00140,Q16798
DB00140,Q16836
DB00140,Q16878
DB00140,Q86Y39
DB00140,Q92506
DB00140,Q92781
DB00140,Q96C36
DB00140,Q99714
DB00140,Q9P0J0
DB00140,Q9UBM7
DB00140,Q9UDR5
DB00140,Q9UI09
DB00140,Q9Y6M9
DB00142,A5X5Y0
DB00142,O00217
DB00142,O00264
DB00142,O00299
DB00142,O00305
DB00142,O00483
DB00142,O00519
DB00142,O00555
DB00142,O14556
DB00142,O14561
DB00142,O14649
DB00142,O14732
DB00142,O14764
DB00142,O14920
DB00142,O14983
DB00142,O15111
DB00142,O15239
DB00142,O15269
DB00142,O15270
DB00142,O15374
DB00142,O15403
DB00142,O15427
DB00142,O15554
DB00142,O43181
DB00142,O43497
DB00142,O43525
DB00142,O43526
DB00142,O43674
DB00142,O43676
DB00142,O43677
DB00142,O43678
DB00142,O43920
DB00142,O60603
DB00142,O60669
DB00142,O60701
DB00142,O60840
DB00142,O60931
DB00142,O75185
DB00142,O75251
DB00142,O75306
DB00142,O75311
DB00142,O75380
DB00142,O75438
DB00142,O75469
DB00142,O75489
DB00142,O75600
DB00142,O75880
DB00142,O94788
DB00142,O94903
DB00142,O95139
DB00142,O95167
DB00142,O95168
DB00142,O95169
DB00142,O95178
DB00142,O95180
DB00142,O95182
DB00142,O95259
DB00142,O95264
DB00142,O95298
DB00142,O95299
DB00142,O95363
DB00142,O95470
DB00142,O95479
DB00142,O95907
DB00142,O96000
DB00142,P00325
DB00142,P00326
DB00142,P00352
DB00142,P00387
DB00142,P00558
DB00142,P00739
DB00142,P00747
DB00142,P00915
DB00142,P00918
DB00142,P01008
DB00142,P01009
DB00142,P01024
DB00142,P01031
DB00142,P01584
DB00142,P02649
DB00142,P02652
DB00142,P02655
DB00142,P02656
DB00142,P02708
DB00142,P02743
DB00142,P02747
DB00142,P02748
DB00142,P02749
DB00142,P02750
DB00142,P02765
DB00142,P02766
DB00142,P02775
DB00142,P02787
DB00142,P03372
DB00142,P03886
DB00142,P03891
DB00142,P03897
DB00142,P03901
DB00142,P03905
DB00142,P03915
DB00142,P03923
DB00142,P04003
DB00142,P04004
DB00142,P04035
DB00142,P04054
DB00142,P04217
DB00142,P04264
DB00142,P04839
DB00142,P05090
DB00142,P05093
DB00142,P05109
DB00142,P05121
DB00142,P05155
DB00142,P05452
DB00142,P05543
DB00142,P05546
DB00142,P06276
DB00142,P06396
DB00142,P06727
DB00142,P07237
DB00142,P07327
DB00142,P07437
DB00142,P07451
DB00142,P07900
DB00142,P08100
DB00142,P08172
